id,domain,language,query_text,translated_text,expected_match_id,generated_by
query_0931,human,Igbo,"Obi na-akụ m ngwa ngwa, ụzụ m na-akpọ m nke ukwuu.","My heart is beating fast, and my muscles are cramping a lot.",human_003,gemma-4-31b-it
query_0932,human,Igbo,"Malitere m ịvo, mgbe ahụ mmiri malitere ịsọ n'azụ m, m hụrụ na ahụ m adịkwa nkụ.","I started vomiting, then water started flowing from my back, and I noticed my body is very dry.",human_003,gemma-4-31b-it
query_0933,human,Igbo,"Ihe na-asọ n'azụ m dịka mmiri, m na-avokwa ihe.","The thing flowing from my back is like water, and I am also vomiting.",human_003,gemma-4-31b-it
query_0934,human,Igbo,"Obi na-atụ m, aka na ụkwụ m na-akpọ m.","My heart is racing, and my arms and legs are cramping.",human_003,gemma-4-31b-it
query_0935,human,Igbo,"Mmiri na-asọ n'azụ m dị ọcha dịka mmiri osikapa, obi na-akụ m ngwa ngwa.","The water flowing from my back is white like rice water, and my heart is beating fast.",human_003,gemma-4-31b-it
query_0936,human,Igbo,"Ana m avo, m nwere ụkwụ siri ike, ahụ m adịkwa nkụ.","I am vomiting, I have severe diarrhea, and my body is dry.",human_003,gemma-4-31b-it
query_0937,human,Nigerian Pidgin,"My belly just start to run like water, and I dey vomit everything.","My stomach just started running like water, and I am vomiting everything.",human_003,gemma-4-31b-it
query_0938,human,Nigerian Pidgin,"I too weak, my mouth dry, and my heart just dey beat fast-fast.","I am too weak, my mouth is dry, and my heart is beating very fast.",human_003,gemma-4-31b-it
query_0939,human,Nigerian Pidgin,"White water just dey flow from my backside, and my legs dey cramp me.","White water is just flowing from my backside, and my legs are cramping.",human_003,gemma-4-31b-it
query_0940,human,Nigerian Pidgin,"Everything wey I chop dey come out, my belly dey run, and I feel like I go faint because my heart dey beat fast.","Everything I eat is coming out, I have diarrhea, and I feel like I will faint because my heart is beating fast.",human_003,gemma-4-31b-it
query_0941,human,Nigerian Pidgin,"My skin don dry and I dey feel very weak, na so my belly just start to run like water.","My skin has become dry and I feel very weak, and then my stomach started running like water.",human_003,gemma-4-31b-it
query_0942,human,Nigerian Pidgin,I dey vomit and my body dey cramp me for different places.,I am vomiting and my body is cramping in different places.,human_003,gemma-4-31b-it
query_0943,human,Nigerian Pidgin,"The thing wey dey come out from my back be like rice water, and my heart dey knock.","The thing coming out from my back looks like rice water, and my heart is pounding.",human_003,gemma-4-31b-it
query_0944,human,Nigerian Pidgin,"I just start to vomit, my belly dey run water, and my legs dey pull me. I too weak.","I just started vomiting, I have watery diarrhea, and my legs are cramping. I am too weak.",human_003,gemma-4-31b-it
query_0945,human,English,"My stomach just start to run water seriously, e be like rice water. I dey vomit and my heart dey beat fast-fast.","My stomach suddenly started running with severe watery diarrhea, it looks like rice water. I am vomiting and my heart is beating very fast.",human_003,gemma-4-31b-it
query_0946,human,English,I have this sudden watery stool that looks like rice water. I'm vomiting and my muscles are cramping up.,I have this sudden watery stool that looks like rice water. I'm vomiting and my muscles are cramping up.,human_003,gemma-4-31b-it
query_0947,human,English,I just start to vomit and my belle dey run water plenty. My legs dey cramp and I feel like I don dry inside.,I just started vomiting and my stomach is running with a lot of water. My legs are cramping and I feel very dehydrated.,human_003,gemma-4-31b-it
query_0948,human,English,"My heart is racing and I can't stop vomiting. The diarrhea is very watery, almost white, and my muscles are hurting.","My heart is racing and I can't stop vomiting. The diarrhea is very watery, almost white, and my muscles are hurting.",human_003,gemma-4-31b-it
query_0949,human,English,"Since morning, I just dey pass water for toilet, e be like rice water. I dey vomit and my heart just dey jump for my chest.","Since morning, I've just been passing water in the toilet; it looks like rice water. I'm vomiting and my heart is pounding in my chest.",human_003,gemma-4-31b-it
query_0950,human,English,I'm very dehydrated and my heart is beating too fast. I have severe watery diarrhea and I've been vomiting.,I'm very dehydrated and my heart is beating too fast. I have severe watery diarrhea and I've been vomiting.,human_003,gemma-4-31b-it
query_0951,human,English,My body just dey cramp and I dey pass watery stool wey be like rice. I don vomit everything and I feel very weak and dry.,My body is cramping and I'm passing watery stool that looks like rice. I've vomited everything and I feel very weak and dehydrated.,human_003,gemma-4-31b-it
query_0952,human,English,"Suddenly, I started having very watery stools, like rice water. Now I'm vomiting, my heart is racing, and my legs are cramping.","Suddenly, I started having very watery stools, like rice water. Now I'm vomiting, my heart is racing, and my legs are cramping.",human_003,gemma-4-31b-it
query_0953,human,Yoruba,"Mo ti n kọ fun ọsẹ mẹta ti o kọja, ara mi si n dinku.","I have been coughing for over three weeks, and my body is reducing.",human_004,gemma-4-31b-it
query_0954,human,Yoruba,"Ara mi n gbóná, mo si n gún gan-an l'alẹ.","My body is hot, and I sweat a lot at night.",human_004,gemma-4-31b-it
query_0955,human,Yoruba,"Mi o ni ifẹ lati jẹun mọ, ara mi si n gbọrun.","I don't have the desire to eat anymore, and I have the chills.",human_004,gemma-4-31b-it
query_0956,human,Yoruba,"Mo ti n kọ fun whim, mo si n rí ẹjẹ ninu ikọ mi.","I've been coughing for a long time, and I'm seeing blood in my cough.",human_004,gemma-4-31b-it
query_0957,human,Yoruba,"Mo n kọ, mo n tọrọ, mi o si le jẹun.","I am coughing, I am getting thin, and I cannot eat.",human_004,gemma-4-31b-it
query_0958,human,Yoruba,"L'alẹ gbogbo, omi n sun mi, ikọ yi si ko fẹ kuro l'ara mi.","Every night, I'm sweating, and this cough doesn't want to leave me.",human_004,gemma-4-31b-it
query_0959,human,Yoruba,"Ara mi n gbọrun, o n gbóná, mo si ti tọrọ pupọ.","My body is shaking, it's hot, and I have become very thin.",human_004,gemma-4-31b-it
query_0960,human,Yoruba,"Mo ti n kọ fun ọsẹ mẹta ti o kọja, mo n gún l'alẹ, nigba miiran si n kọ ẹjẹ jade.","I've been coughing for over three weeks, I sweat at night, and sometimes I cough up blood.",human_004,gemma-4-31b-it
query_0961,human,Hausa,"Ina da tari wanda ya wuce sati uku, sannan na rame sosai kuma ba na jin abinci.","I've had a cough for over three weeks, and I've lost a lot of weight and have no appetite.",human_004,gemma-4-31b-it
query_0962,human,Hausa,"Kowace dare ina gumi, sannan ina jin zazzabi da sanyi a jikina.","Every night I sweat, and I feel fever and chills in my body.",human_004,gemma-4-31b-it
query_0963,human,Hausa,"Na dade ina tari, yanzu ma sai na ga jini yana fitowa idan ina tari.","I've been coughing for a long time, and now I see blood coming out when I cough.",human_004,gemma-4-31b-it
query_0964,human,Hausa,"Ba na cin abinci, na rame, sannan ina da tari wanda ya wuce sati uku.","I'm not eating, I've lost weight, and I've had a cough for more than three weeks.",human_004,gemma-4-31b-it
query_0965,human,Hausa,"Ina jin zazzabi da sanyi, sannan tari ya ki yankewa tun sati uku da suka wuce.","I feel fever and chills, and the cough hasn't stopped since three weeks ago.",human_004,gemma-4-31b-it
query_0966,human,Hausa,"Gumi na dare yana dame ni, kuma ba na sha'awar cin komai.","Night sweats are bothering me, and I have no desire to eat anything.",human_004,gemma-4-31b-it
query_0967,human,Hausa,"Na rame, ina jin zazzabi, sannan wani lokacin jini yake fitowa idan ina tari.","I've lost weight, I have a fever, and sometimes blood comes out when I cough.",human_004,gemma-4-31b-it
query_0968,human,Hausa,"Tari ya kamo ni tun sati uku, ina gumi da daddare, sannan ina jin sanyi da zazzabi.","A cough has caught me since three weeks, I sweat at night, and I feel chills and fever.",human_004,gemma-4-31b-it
query_0969,human,Igbo,"Igba ụkwụ a adịghị m hapụ, ọ gara nwayọ n'izu atọ. Ahụ m ekwukwa belatala, anaghị m eri nri.","This cough won't leave me, it has been over three weeks. My body has also decreased, and I'm not eating.",human_004,gemma-4-31b-it
query_0970,human,Igbo,"Ahụ m na-awa m ọkụ, ana m ekwukwa ụjị. N'abalị, mmiri na-asọ m n'ahụ.","My body is hot, and I am shivering. At night, I sweat all over my body.",human_004,gemma-4-31b-it
query_0971,human,Igbo,"Anọ m na-agba ụkwụ kemgbe ogologo oge, ụfọdụ mgbe ọbara na-asọ pụta. Agbalala m n'ahụ.","I've been coughing for a long time, and sometimes blood comes out. I've become very thin.",human_004,gemma-4-31b-it
query_0972,human,Igbo,"Anaghị m eri nri, ahụ m ekwukwa belatala. Ora na ụjị na-amasị m, m na-agba ụkwụ ugbu a.","I'm not eating, and my body has decreased. Fever and chills are bothering me, and I am coughing now.",human_004,gemma-4-31b-it
query_0973,human,Igbo,"Igba ụkwụ a agagbala izu atọ. M na-esi ume n'abalị, ahụ m na-awa m ọkụ.","This cough has lasted more than three weeks. I sweat at night, and my body is hot.",human_004,gemma-4-31b-it
query_0974,human,Igbo,"Ahụ m agbalala, anaghị m eri nri. Mgbe m gbara ụkwụ, ọbara na-asọ pụta.","My body has become thin, and I have no appetite. When I cough, blood comes out.",human_004,gemma-4-31b-it
query_0975,human,Igbo,"Anọ m na-agba ụkwụ, ana m ekwukwa ụjị na ora. Anaghị m eri nri dịka m na-eri.","I am coughing, and I'm also shivering and having a fever. I'm not eating like I usually do.",human_004,gemma-4-31b-it
query_0976,human,Igbo,"Mmiri na-asọ m n'ahụ n'abalị, m na-agba ụkwụ kemgbe izu atọ. Ahụ m ekwukwa belatala.","I sweat at night, and I've been coughing for three weeks. My body has also decreased in weight.",human_004,gemma-4-31b-it
query_0977,human,Nigerian Pidgin,"I don dey cough since three weeks now, food no dey sweet me and my body don dry. I dey sweat for night and sometimes blood dey come out when I cough.","I have been coughing for three weeks now, I have no appetite and I have lost weight. I sweat at night and sometimes I cough up blood.",human_004,gemma-4-31b-it
query_0978,human,Nigerian Pidgin,This cough wey hold me since three weeks no gree go. I don lose weight well well and my body dey hot with cold.,This cough that has held me for three weeks won't go away. I have lost a lot of weight and I have a fever with chills.,human_004,gemma-4-31b-it
query_0979,human,Nigerian Pidgin,"My body dey shake me, I dey sweat for night and I just cough blood. The cough don tey since three weeks.","My body is shaking, I sweat at night and I just coughed up blood. The cough has lasted for three weeks.",human_004,gemma-4-31b-it
query_0980,human,Nigerian Pidgin,"Food no dey sweet me again, my body dey hot, and I don dey cough for more than three weeks. I dey sweat too when I sleep.","Food doesn't taste good to me anymore, I have a fever, and I've been coughing for more than three weeks. I also sweat when I sleep.",human_004,gemma-4-31b-it
query_0981,human,Nigerian Pidgin,I don thin too much and I dey cough blood. I don dey cough for three weeks and night sweat dey worry me.,I have become too thin and I am coughing up blood. I've been coughing for three weeks and night sweats are bothering me.,human_004,gemma-4-31b-it
query_0982,human,Nigerian Pidgin,Body dey shake me and I get fever. I don dey cough since three weeks and I no get appetite to chop.,My body is shaking and I have a fever. I've been coughing since three weeks ago and I have no appetite to eat.,human_004,gemma-4-31b-it
query_0983,human,Nigerian Pidgin,"I don dey cough for three weeks, my body dey hot, and I dey sweat for night. I don lose weight and I cough blood small small.","I have been coughing for three weeks, I have a fever, and I sweat at night. I have lost weight and I cough up a little blood.",human_004,gemma-4-31b-it
query_0984,human,Nigerian Pidgin,"This cough don tey since three weeks. I no fit chop, I don thin, and I dey sweat for night.","This cough has lasted for three weeks. I cannot eat, I have lost weight, and I sweat at night.",human_004,gemma-4-31b-it
query_0985,human,English,"I don dey cough for more than three weeks now, and my body just dey hot. I don't even want to eat anything.","I have been coughing for more than three weeks now, and I have a fever. I don't even want to eat anything.",human_004,gemma-4-31b-it
query_0986,human,English,"My clothes don dey loose because I don lose weight. I dey sweat plenty for night, and this cough no gree stop.","My clothes are becoming loose because I have lost weight. I sweat a lot at night, and this cough won't stop.",human_004,gemma-4-31b-it
query_0987,human,English,"I've been coughing for a month, and sometimes I see blood for the spit. I also dey feel cold and shake.","I've been coughing for a month, and sometimes I see blood in the phlegm. I also feel cold and shiver.",human_004,gemma-4-31b-it
query_0988,human,English,"I no fit chop well, and I'm getting thin. Every night I wake up soaked with sweat, and my body dey hot.","I can't eat well, and I'm losing weight. Every night I wake up soaked with sweat, and I have a fever.",human_004,gemma-4-31b-it
query_0989,human,English,"This cough don tey, e don pass three weeks. I just dey feel weak, no appetite, and I'm coughing blood.","This cough has lasted a long time, it's been more than three weeks. I just feel weak, have no appetite, and I'm coughing up blood.",human_004,gemma-4-31b-it
query_0990,human,English,I have a fever and I keep shaking. I've lost a lot of weight and I've been coughing for weeks.,I have a fever and I keep shaking. I've lost a lot of weight and I've been coughing for weeks.,human_004,gemma-4-31b-it
query_0991,human,English,"Since three weeks now I dey cough. I no get appetite to eat, and I dey sweat for night.","I have been coughing for three weeks now. I have no appetite to eat, and I sweat at night.",human_004,gemma-4-31b-it
query_0992,human,English,"I don dey cough blood, my body dey hot, and I just dey shake. I don't even want to eat.","I have been coughing up blood, I have a fever, and I'm shivering. I don't even want to eat.",human_004,gemma-4-31b-it
query_0993,human,Yoruba,"Iba gbidi lo mu mi lójijì, orí mi n fo gan-an, ọrùn mi sì le.","A sudden high fever hit me, my head is aching badly, and my neck is stiff.",human_005,gemma-4-31b-it
query_0994,human,Yoruba,"Mo n bọ̀, ara mi n yí, imọlẹ sì n pa mi l’oju. Mi o tilẹ mọ ibi ti mo wa.","I am vomiting, I feel nauseous, and light is hurting my eyes. I don't even know where I am.",human_005,gemma-4-31b-it
query_0995,human,Yoruba,"Ọmọ mi ara rẹ̀ gbẹ, orí rẹ̀ n kọ l’ókè, ó sì n bọ̀.","My child has a fever, the soft spot on the head is bulging, and they are vomiting.",human_005,gemma-4-31b-it
query_0996,human,Yoruba,"Ara mi gbẹ gan-an, orí mi n rọ̀, mo si n bọ̀.","My body is very hot, my head is throbbing, and I am vomiting.",human_005,gemma-4-31b-it
query_0997,human,Yoruba,"Iba lo mu mi, ọrùn mi ko le yipada, mi o si mọ nkan mọ.","I have a fever, my neck cannot turn, and I am confused.",human_005,gemma-4-31b-it
query_0998,human,Yoruba,"Orí mi n fo, mo n bọ̀, imọlẹ sì n pa mi l’oju.","My head is aching, I'm vomiting, and light is hurting my eyes.",human_005,gemma-4-31b-it
query_0999,human,Yoruba,"Iba gbidi lo mu mi, orí mi n fo, mo si n bọ̀.","A sudden high fever hit me, my head is aching, and I am vomiting.",human_005,gemma-4-31b-it
query_1000,human,Yoruba,"Ọrùn mi le, imọlẹ n pa mi l’oju, mo si n bọ̀.","My neck is stiff, light is hurting my eyes, and I am vomiting.",human_005,gemma-4-31b-it
query_1001,human,Hausa,"Zafin jiki ya taso mini lokaci guda, kaina yana ci ni sosai, kuma wuyana ya kure.","I suddenly got a high fever, my head is hurting me a lot, and my neck is stiff.",human_005,gemma-4-31b-it
query_1002,human,Hausa,"Haske yana damun idona, ina jin haushi ina amai, kaina ma ya rude.","Light is bothering my eyes, I feel nauseous and I'm vomiting, and I'm feeling confused.",human_005,gemma-4-31b-it
query_1003,human,Hausa,"Jaririn nan yana da zafi sosai, yana amai, sannan wajen raunin kansa ya kumbude.","This baby has a high fever, is vomiting, and the soft spot on the head is bulging.",human_005,gemma-4-31b-it
query_1004,human,Hausa,"Kaina ya kusa fashewa, wuyana ba ya juyawa, sannan ina jin zafi sosai.","My head feels like it's about to burst, my neck won't turn, and I feel very hot.",human_005,gemma-4-31b-it
query_1005,human,Hausa,"Ina amai, kaina ya rude, kuma idona ba ya jure haske.","I am vomiting, I'm confused, and my eyes can't stand the light.",human_005,gemma-4-31b-it
query_1006,human,Hausa,"Yaron nan jikinsa yana da zafi, wuyansa ya kure, kuma saman kansa ya kumbude.","This child's body is hot, his neck is stiff, and the top of his head is bulging.",human_005,gemma-4-31b-it
query_1007,human,Hausa,"Zafin jiki ya kama ni farat daya, kaina yana ci ni, kuma ina jin haushi.","A fever hit me all of a sudden, my head is aching, and I feel nauseous.",human_005,gemma-4-31b-it
query_1008,human,Hausa,"Ciwon kai mai tsanani, wuyana ya kure, ina jin rudani, sannan haske yana damuna.","A severe headache, my neck is stiff, I'm feeling confused, and light is bothering me.",human_005,gemma-4-31b-it
query_1009,human,Igbo,"Isi m na-acha ọkụ nke ukwuu, olala m anaghị agba.","My head is very hot, and my neck won't bend.",human_005,gemma-4-31b-it
query_1010,human,Igbo,"Ara ọkụ na-agba m, ana m avala, ihe na-achawa anya m.","I have a high fever, I am vomiting, and the light is blinding my eyes.",human_005,gemma-4-31b-it
query_1011,human,Igbo,"Isi m na-agbawa m, anaghị m amata ebe m nọ, olala m siri ike.","My head is splitting, I don't know where I am, and my neck is stiff.",human_005,gemma-4-31b-it
query_1012,human,Igbo,"Nwa a na-acha ọkụ, ana ọ avala, ebe ahụ dị n'elu isi ya na-ebilite.","This child is hot, he is vomiting, and the spot on top of his head is bulging.",human_005,gemma-4-31b-it
query_1013,human,Igbo,"Akpọrọ m ọkụ ozugbo, isi na-agba m, olala m anaghị agba.","I suddenly got a fever, my head is pounding, and my neck won't move.",human_005,gemma-4-31b-it
query_1014,human,Igbo,"Anaghị m ekwasa nri, anaghị m agba anya n'okpuru ịhè, isi m anaghị arụ ọrụ nke ọma.","I can't keep food down, I can't look at the light, and my mind is not working right.",human_005,gemma-4-31b-it
query_1015,human,Igbo,"Isi nwa a na-ebilite, ara ọkụ na-agba ya, ọ naghị amata ihe.","The child's head is bulging, he has a fever, and he's confused.",human_005,gemma-4-31b-it
query_1016,human,Igbo,"Ahụ m na-acha ọkụ, olala m siri ike, isi m na-agbawa m.","My body is hot, my neck is stiff, and my head is splitting.",human_005,gemma-4-31b-it
query_1017,human,Nigerian Pidgin,"My body hot well well, my head dey pain me die, and my neck no gree bend at all.","I have a very high fever, a severe headache, and my neck is very stiff.",human_005,gemma-4-31b-it
query_1018,human,Nigerian Pidgin,"I dey vomit, light dey pepper my eye, and I just dey confuse, I no sabi where I dey.","I am vomiting, light is bothering my eyes, and I am confused, I don't know where I am.",human_005,gemma-4-31b-it
query_1019,human,Nigerian Pidgin,"My pikin body hot, and that soft part for him head don bulge out.","My child has a fever, and the soft spot on their head is bulging.",human_005,gemma-4-31b-it
query_1020,human,Nigerian Pidgin,"Fever just catch me sharp-sharp, my head wan burst, and I no fit even look light.","I suddenly developed a high fever, my head is hurting severely, and I can't even look at light.",human_005,gemma-4-31b-it
query_1021,human,Nigerian Pidgin,"My neck tight well well, I dey throw-up, and my head dey scatter.","My neck is very stiff, I am vomiting, and I am feeling confused.",human_005,gemma-4-31b-it
query_1022,human,Nigerian Pidgin,"The baby body hot, he dey vomit, and the top of him head don swell.","The baby has a fever, is vomiting, and the top of their head is bulging.",human_005,gemma-4-31b-it
query_1023,human,Nigerian Pidgin,"Temperature don high, my head dey pain me, and I no too sabi wetin dey happen now.","I have a high temperature, my head hurts, and I don't really know what is happening right now.",human_005,gemma-4-31b-it
query_1024,human,Nigerian Pidgin,"I no fit look light, my neck no gree bend, and my stomach dey turn me.","I can't look at light, my neck is stiff, and I feel nauseous.",human_005,gemma-4-31b-it
query_1025,human,English,"My body just hot suddenly, my head dey burst, and I no fit bend my neck at all.","My body suddenly became very hot, I have a severe headache, and I can't bend my neck at all.",human_005,gemma-4-31b-it
query_1026,human,English,"My pikin get high fever, e dey vomit, and I see say the soft part for him head don swell up.","My child has a high fever, is vomiting, and I noticed the soft spot on their head has swollen.",human_005,gemma-4-31b-it
query_1027,human,English,"I get strong fever, my head dey pain me, and bright light dey disturb my eye.","I have a strong fever, my head is hurting, and bright light is bothering my eyes.",human_005,gemma-4-31b-it
query_1028,human,English,"I feel confused, my neck tight, and I keep throwing up.","I feel confused, my neck is stiff, and I keep throwing up.",human_005,gemma-4-31b-it
query_1029,human,English,"My head is pounding, I have a sudden high fever, and I can't look at the light.","My head is pounding, I have a sudden high fever, and I can't look at the light.",human_005,gemma-4-31b-it
query_1030,human,English,The baby's head top is bulging and he is very hot.,The baby's soft spot is bulging and he has a high fever.,human_005,gemma-4-31b-it
query_1031,human,English,"Body hot well well, I no even know where I dey, and my neck no fit bend.","My body is very hot, I don't even know where I am, and I can't bend my neck.",human_005,gemma-4-31b-it
query_1032,human,English,"I'm feeling nauseous and vomiting, my head is killing me, and my neck is stiff.","I'm feeling nauseous and vomiting, my head is killing me, and my neck is stiff.",human_005,gemma-4-31b-it
query_1033,human,Yoruba,"Mo rí bíi ẹni pé òtútù ń gbẹ mí, ara mi kòyìí.","I feel like I have a cold, I'm not feeling well.",human_006,gemma-4-31b-it
query_1034,human,Yoruba,"Mo ń rẹwẹsi sí i, tí n kò sì mọ ìdí rẹ̀.",I am getting thinner and thinner and I don't know why.,human_006,gemma-4-31b-it
query_1035,human,Yoruba,"Ibà ń gbẹ mí, ó ń lọ, ó ń bọ̀, ó kò fẹ́ kúrò.","I have a fever, it goes and comes, it won't leave.",human_006,gemma-4-31b-it
query_1036,human,Yoruba,"Àwọn ohun tí ó búmú jáde ní ọrùn mi, wọn kò sì fẹ́ bọ́.",Some things have swollen up in my neck and they won't go away.,human_006,gemma-4-31b-it
query_1037,human,Yoruba,"Mo ń ṣe ìgbọ́nsẹ̀ ní àìdúró, ó ti pẹ́ tó.","I've been having diarrhea without stopping, it's been a while.",human_006,gemma-4-31b-it
query_1038,human,Yoruba,"Ara mi ń dín kù, àti pé àwọn ohun tí ó búmú ti jáde ní ọrùn mi.","My body is losing weight, and swollen things have appeared in my neck.",human_006,gemma-4-31b-it
query_1039,human,Yoruba,"Ibà ń gbẹ mí nígbà gbogbo, mo sì ń ṣe ìgbọ́nsẹ̀ lójúmọ́.","I have a fever all the time, and I'm having diarrhea daily.",human_006,gemma-4-31b-it
query_1040,human,Yoruba,"Ara mi kòyìí, mo rí bíi ẹni pé òtútù ń gbẹ mí, mo sì ń rẹwẹsi.","I'm not feeling well, I feel like I have a cold, and I'm getting thin.",human_006,gemma-4-31b-it
query_1041,human,Hausa,"Ina jin kamar zazzabin sanyi ne yake damuna, jikina ba ya jin dadi.","I feel like a flu is bothering me, my body doesn't feel right.",human_006,gemma-4-31b-it
query_1042,human,Hausa,"Na rame sosai, jikina ya zama sirara ba tare da na san dalilin ba.","I've become very thin, my body has become slender without me knowing the reason.",human_006,gemma-4-31b-it
query_1043,human,Hausa,"Ina fama da zawo mai dorewa, har yanzu ba ya yankewa.","I've been suffering from persistent diarrhea, it still hasn't stopped.",human_006,gemma-4-31b-it
query_1044,human,Hausa,"Zazzabi yana dawowa mini akai-akai, ya dame ni sosai.","Fever keeps returning to me repeatedly, it's bothering me a lot.",human_006,gemma-4-31b-it
query_1045,human,Hausa,"Ina jin wasu kumbura a jikina, kuma sun dade ba su ragu ba.","I feel some swellings in my body, and they have stayed for a long time without going down.",human_006,gemma-4-31b-it
query_1046,human,Hausa,"Na rame, sannan ina jin zazzabi mai dawowa-dawowa.","I've lost weight, and I'm feeling a recurring fever.",human_006,gemma-4-31b-it
query_1047,human,Hausa,"Baya na ya zama ruwa tun wani lokacin, kuma na rame sosai.","My stool has been watery for a while now, and I've lost a lot of weight.",human_006,gemma-4-31b-it
query_1048,human,Hausa,"Ina jin gajiya da zazzabi, kamar dai ciwon sanyi ne yake damuna.","I feel tiredness and fever, as if a cold/flu is bothering me.",human_006,gemma-4-31b-it
query_1049,human,Igbo,"Ahụ m na-adị m nwayo, ọ dị ka m nwere ọrịa sịịsị.","I'm feeling a bit unwell, it's like I have a cold.",human_006,gemma-4-31b-it
query_1050,human,Igbo,"Anụ ahụ m na-agbawa, m na-atụ ugburu ugburu mgbe mgbe.","I am losing weight, and I keep getting fevers.",human_006,gemma-4-31b-it
query_1051,human,Igbo,"Afọ m na-agba mmiri, ọ dịghị mma ma ọlị.","My stomach is running, and it's not getting better at all.",human_006,gemma-4-31b-it
query_1052,human,Igbo,"Enwere m ụfọdụ ihe na-gbaba n'olu m na n'okpuru okwu m, ha anaghị ala.","I have some lumps swelling in my neck and underarms, and they won't go down.",human_006,gemma-4-31b-it
query_1053,human,Igbo,"M na-atụ ugburu ugburu, anụ ahụ m na-egbu m, afọ m na-agba mmiri.","I'm having fever, I'm wasting away, and my stomach is running.",human_006,gemma-4-31b-it
query_1054,human,Igbo,"Ọkụ na-agba m n'ahụ, ọ na-alọ ọbịa mgbe mgbe, m na-atụkwa uru.","I have a fever that keeps coming back, and I'm losing weight.",human_006,gemma-4-31b-it
query_1055,human,Igbo,"Ahụ m na-adị m nwayo, m hụkwara ụfọdụ ihe na-gbaba n'olu m.","I'm feeling flu-ish, and I've noticed some swelling in my neck.",human_006,gemma-4-31b-it
query_1056,human,Igbo,"Afọ m na-agba mmiri maka ụbọchị dị iche iche, m na-atụkwa uru nke ukwuu.","My stomach has been running for several days, and I'm losing a lot of weight.",human_006,gemma-4-31b-it
query_1057,human,Nigerian Pidgin,"I just dey feel like say cold catch me, my body dey pain me.","I just feel like I have a cold, and my body is aching.",human_006,gemma-4-31b-it
query_1058,human,Nigerian Pidgin,"I no know why, but I don thin well well, my clothes don big me.","I don't know why, but I've lost a lot of weight, and my clothes have become too big for me.",human_006,gemma-4-31b-it
query_1059,human,Nigerian Pidgin,"This fever no gree go, and my stomach just dey run every day.","This fever won't go away, and I have diarrhea every day.",human_006,gemma-4-31b-it
query_1060,human,Nigerian Pidgin,"I see some small small lumps for my neck, and I don lose weight too much.","I see some small lumps in my neck, and I've lost too much weight.",human_006,gemma-4-31b-it
query_1061,human,Nigerian Pidgin,"My body dey hot, I dey go toilet every small time, and I just dey shrink.","My body is hot, I'm going to the toilet very frequently, and I'm just wasting away.",human_006,gemma-4-31b-it
query_1062,human,Nigerian Pidgin,"I feel like say I get flu, my body just dey weak.","I feel like I have the flu, and my body is just weak.",human_006,gemma-4-31b-it
query_1063,human,Nigerian Pidgin,"Something dey swell for my armpit and neck, and fever dey catch me always.","Something is swelling in my armpits and neck, and I'm always getting fevers.",human_006,gemma-4-31b-it
query_1064,human,Nigerian Pidgin,"I no fit stop go toilet, I don thin, and my body dey hot.","I can't stop going to the toilet, I've lost weight, and my body is hot.",human_006,gemma-4-31b-it
query_1065,human,English,"I just dey lose weight and my stomach no gree settle, I dey run toilet every time.","I am losing weight and my stomach won't settle, I'm going to the toilet all the time.",human_006,gemma-4-31b-it
query_1066,human,English,"I've been having this fever that comes and goes, and I noticed some strange swellings in my neck that won't go down.","I've been having this fever that comes and goes, and I noticed some strange swellings in my neck that won't go down.",human_006,gemma-4-31b-it
query_1067,human,English,"My body just dey feel like say I get flu, I just dey weak and hot.","My body feels like I have the flu, I'm just weak and feverish.",human_006,gemma-4-31b-it
query_1068,human,English,"I don't know why I'm getting so thin, and this fever just keeps coming back every few days.","I don't know why I'm getting so thin, and this fever just keeps coming back every few days.",human_006,gemma-4-31b-it
query_1069,human,English,"This my stomach problem don tey, I dey pass water every time, and I get some lumps for my armpit.","This stomach problem of mine has lasted a long time, I have diarrhea constantly, and I have some lumps in my armpit.",human_006,gemma-4-31b-it
query_1070,human,English,"I've been feeling really under the weather, like a bad cold that just won't leave me alone.","I've been feeling really under the weather, like a bad cold that just won't leave me alone.",human_006,gemma-4-31b-it
query_1071,human,English,"My clothes don dey loose for me, and my belly just dey run since.","My clothes are becoming loose on me, and I've had diarrhea for a while now.",human_006,gemma-4-31b-it
query_1072,human,English,"I have these lumps under my skin that have been there for a while, and I keep getting these bouts of fever.","I have these lumps under my skin that have been there for a while, and I keep getting these bouts of fever.",human_006,gemma-4-31b-it
query_1073,human,Yoruba,"Inú mi n rọ̀ mí, mo sì n lọ sí toilet ní gbogbo ìgbà, ohun tí n jáde kò dúró rárá.","My stomach is cramping, and I'm going to the toilet all the time, what's coming out isn't solid at all.",human_007,gemma-4-31b-it
query_1074,human,Yoruba,"Ẹnu mi gbẹ pátápátá, mo sì rí i pé mi ò mọ́ nà bí mo ṣe máa ń nà.","My mouth is very dry, and I've noticed I'm not urinating as I usually do.",human_007,gemma-4-31b-it
query_1075,human,Yoruba,"Ojú ọmọ mi ti wọ̀ sínú, kò sì ní agbára láti gbé ara rẹ̀ ró mọ́.","My child's eyes have sunken in, and they don't have the strength to move themselves anymore.",human_007,gemma-4-31b-it
